num_dpus,blocks_per_dpu,block_size,iter,ns
1984,1,120,6,346819
1984,1,120,7,354750
1984,1,120,8,376979
1984,1,120,9,347982
1984,1,128,0,352662
1984,1,128,1,354214
1984,1,128,2,354055
1984,1,128,3,374169
1984,1,128,4,371189
1984,1,128,5,357486
1984,1,128,6,338902
1984,1,128,7,380913
1984,1,128,8,350367
1984,1,128,9,338251
1984,1,136,0,354553
1984,1,136,1,369189
1984,1,136,2,362014
1984,1,136,3,365559
1984,1,136,4,370515
1984,1,136,5,371185
1984,1,136,6,375968
1984,1,136,7,366422
1984,1,136,8,361461
1984,1,136,9,370170
1984,1,144,0,352913
1984,1,144,1,370844
1984,1,144,2,364533
1984,1,144,3,357225
1984,1,144,4,400593
1984,1,144,5,371891
1984,1,144,6,375972
1984,1,144,7,392306
1984,1,144,8,363918
1984,1,144,9,370374
1984,1,152,0,355458
1984,1,152,1,357738
1984,1,152,2,393023
1984,1,152,3,369404
1984,1,152,4,385527
1984,1,152,5,369011
1984,1,152,6,375191
1984,1,152,7,390308
1984,1,152,8,363356
1984,1,152,9,379969
1984,1,160,0,359276
1984,1,160,1,372289
1984,1,160,2,363262
1984,1,160,3,365684
1984,1,160,4,381288
1984,1,160,5,367227
1984,1,160,6,372554
1984,1,160,7,361255
1984,1,160,8,362709
1984,1,160,9,353588
1984,1,168,0,370848
1984,1,168,1,382173
1984,1,168,2,367487
1984,1,168,3,361538
1984,1,168,4,365935
1984,1,168,5,373797
1984,1,168,6,377219
1984,1,168,7,370188
1984,1,168,8,374469
1984,1,168,9,377603
1984,1,176,0,383024
1984,1,176,1,393086
1984,1,176,2,379368
1984,1,176,3,379737
1984,1,176,4,381069
1984,1,176,5,383682
1984,1,176,6,374757
1984,1,176,7,373812
1984,1,176,8,405575
1984,1,176,9,381626
1984,1,184,0,384372
1984,1,184,1,368597
1984,1,184,2,389792
1984,1,184,3,370391
1984,1,184,4,381803
1984,1,184,5,366886
1984,1,184,6,412904
1984,1,184,7,391291
1984,1,184,8,372153
1984,1,184,9,369444
1984,1,192,0,374635
1984,1,192,1,373049
1984,1,192,2,369584
1984,1,192,3,364356
1984,1,192,4,411534
1984,1,192,5,380173
1984,1,192,6,378325
1984,1,192,7,378059
1984,1,192,8,373830
1984,1,192,9,373154
1984,1,200,0,374430
1984,1,200,1,375560
1984,1,200,2,391010
1984,1,200,3,382920
1984,1,200,4,370564
1984,1,200,5,396278
1984,1,200,6,425675
1984,1,200,7,471946
1984,1,200,8,429306
1984,1,200,9,389048
1984,1,208,0,398309
1984,1,208,1,378123
1984,1,208,2,389420
1984,1,208,3,391096
1984,1,208,4,378951
1984,1,208,5,360251
1984,1,208,6,391521
1984,1,208,7,374661
1984,1,208,8,386801
1984,1,208,9,378985
1984,1,216,0,378490
1984,1,216,1,391320
1984,1,216,2,384863
1984,1,216,3,378206
1984,1,216,4,385100
1984,1,216,5,375435
1984,1,216,6,377019
1984,1,216,7,386064
1984,1,216,8,399884
1984,1,216,9,620410
1984,1,224,0,379857
1984,1,224,1,373002
1984,1,224,2,406716
1984,1,224,3,392954
1984,1,224,4,401107
1984,1,224,5,401957
1984,1,224,6,379657
1984,1,224,7,464217
1984,1,224,8,390302
1984,1,224,9,386613
1984,1,232,0,396099
1984,1,232,1,464375
1984,1,232,2,436607
1984,1,232,3,443580
1984,1,232,4,390025
1984,1,232,5,390582
1984,1,232,6,399134
1984,1,232,7,406584
1984,1,232,8,387553
1984,1,232,9,384517
1984,1,240,0,381756
1984,1,240,1,383867
1984,1,240,2,386186
1984,1,240,3,389032
1984,1,240,4,392958
1984,1,240,5,383307
1984,1,240,6,404496
1984,1,240,7,389814
1984,1,240,8,407127
1984,1,240,9,392159
1984,1,248,0,377771
1984,1,248,1,363841
1984,1,248,2,385518
1984,1,248,3,357816
1984,1,248,4,389507
1984,1,248,5,376966
1984,1,248,6,416173
1984,1,248,7,371243
1984,1,248,8,370197
1984,1,248,9,369419
1984,1,256,0,385417
1984,1,256,1,365435
1984,1,256,2,363534
1984,1,256,3,360033
1984,1,256,4,401756
1984,1,256,5,383567
1984,1,256,6,355780
1984,1,256,7,382484
1984,1,256,8,367360
1984,1,256,9,385504
1984,1,272,0,351411
1984,1,272,1,391412
1984,1,272,2,360241
1984,1,272,3,390717
1984,1,272,4,357039
1984,1,272,5,365049
1984,1,272,6,365033
1984,1,272,7,358324
1984,1,272,8,381933
1984,1,272,9,349079
1984,1,288,0,386980
1984,1,288,1,390262
1984,1,288,2,359738
1984,1,288,3,344039
1984,1,288,4,342503
1984,1,288,5,368290
1984,1,288,6,347127
1984,1,288,7,354383
1984,1,288,8,353540
1984,1,288,9,362895
1984,1,304,0,362735
1984,1,304,1,370578
1984,1,304,2,356492
1984,1,304,3,360297
1984,1,304,4,354703
1984,1,304,5,362588
1984,1,304,6,362361
1984,1,304,7,372629
1984,1,304,8,371118
1984,1,304,9,375614
1984,1,320,0,386645
1984,1,320,1,387624
1984,1,320,2,373343
1984,1,320,3,368474
1984,1,320,4,365874
1984,1,320,5,366774
1984,1,320,6,405942
1984,1,320,7,389013
1984,1,320,8,389654
1984,1,320,9,416167
1984,1,336,0,382595
1984,1,336,1,394787
1984,1,336,2,398907
1984,1,336,3,392214
1984,1,336,4,388301
1984,1,336,5,391268
1984,1,336,6,405287
1984,1,336,7,430766
1984,1,336,8,401993
1984,1,336,9,396176
1984,1,352,0,428437
1984,1,352,1,396161
1984,1,352,2,426761
1984,1,352,3,413475
1984,1,352,4,433023
1984,1,352,5,405558
1984,1,352,6,404132
1984,1,352,7,409237
1984,1,352,8,395891
1984,1,352,9,412819
1984,1,368,0,413712
1984,1,368,1,402404
1984,1,368,2,441763
1984,1,368,3,407300
1984,1,368,4,392799
1984,1,368,5,401083
1984,1,368,6,397065
1984,1,368,7,406159
1984,1,368,8,393431
1984,1,368,9,386721
1984,1,384,0,392457
1984,1,384,1,417626
1984,1,384,2,392048
1984,1,384,3,386718
1984,1,384,4,399204
1984,1,384,5,387887
1984,1,384,6,397737
1984,1,384,7,391939
1984,1,384,8,388952
1984,1,384,9,408799
1984,1,400,0,404328
1984,1,400,1,396342
1984,1,400,2,386936
1984,1,400,3,405638
1984,1,400,4,400666
1984,1,400,5,406351
1984,1,400,6,393081
1984,1,400,7,475618
1984,1,400,8,384038
1984,1,400,9,400795
1984,1,416,0,491013
1984,1,416,1,418479
1984,1,416,2,415479
1984,1,416,3,418416
1984,1,416,4,437404
1984,1,416,5,433628
1984,1,416,6,427084
1984,1,416,7,419132
1984,1,416,8,419703
1984,1,416,9,412942
1984,1,432,0,403092
1984,1,432,1,427458
1984,1,432,2,409963
1984,1,432,3,412278
1984,1,432,4,424171
1984,1,432,5,424969
1984,1,432,6,417374
1984,1,432,7,404045
1984,1,432,8,412795
1984,1,432,9,407882
1984,1,448,0,426958
1984,1,448,1,420318
1984,1,448,2,411580
1984,1,448,3,418698
1984,1,448,4,422784
1984,1,448,5,421642
1984,1,448,6,428572
1984,1,448,7,405177
1984,1,448,8,441723
1984,1,448,9,416337
1984,1,464,0,434647
1984,1,464,1,419377
1984,1,464,2,453888
1984,1,464,3,424194
1984,1,464,4,403810
1984,1,464,5,420292
1984,1,464,6,396155
1984,1,464,7,401597
1984,1,464,8,418415
1984,1,464,9,420600
1984,1,480,0,444096
1984,1,480,1,405222
1984,1,480,2,444814
1984,1,480,3,441614
1984,1,480,4,423007
1984,1,480,5,401220
1984,1,480,6,392579
1984,1,480,7,411492
1984,1,480,8,409833
1984,1,480,9,414504
1984,1,496,0,470070
1984,1,496,1,425077
1984,1,496,2,422020
1984,1,496,3,393086
1984,1,496,4,399606
1984,1,496,5,391598
1984,1,496,6,403302
1984,1,496,7,386266
1984,1,496,8,410977
1984,1,496,9,423085
1984,1,512,0,391019
1984,1,512,1,398993
1984,1,512,2,390287
1984,1,512,3,409317
1984,1,512,4,405209
1984,1,512,5,396881
1984,1,512,6,395944
1984,1,512,7,432522
1984,1,512,8,406892
1984,1,512,9,401938
1984,1,544,0,423674
1984,1,544,1,416857
1984,1,544,2,408939
1984,1,544,3,426079
1984,1,544,4,469447
1984,1,544,5,435524
1984,1,544,6,441261
1984,1,544,7,462941
1984,1,544,8,451932
1984,1,544,9,462598
1984,1,576,0,429681
1984,1,576,1,489337
1984,1,576,2,428083
1984,1,576,3,426367
1984,1,576,4,434920
1984,1,576,5,433287
1984,1,576,6,432035
1984,1,576,7,420037
1984,1,576,8,440629
1984,1,576,9,437464
1984,1,608,0,431122
1984,1,608,1,426338
1984,1,608,2,427702
1984,1,608,3,470027
1984,1,608,4,439471
1984,1,608,5,437994
1984,1,608,6,450382
1984,1,608,7,443244
1984,1,608,8,442040
1984,1,608,9,437017
1984,1,640,0,430966
1984,1,640,1,434837
1984,1,640,2,424960
1984,1,640,3,483883
1984,1,640,4,462782
1984,1,640,5,453658
1984,1,640,6,423164
1984,1,640,7,447378
1984,1,640,8,454382
1984,1,640,9,435328
1984,1,672,0,463842
1984,1,672,1,441019
1984,1,672,2,435314
1984,1,672,3,470591
1984,1,672,4,451843
1984,1,672,5,440121
1984,1,672,6,434610
1984,1,672,7,441153
1984,1,672,8,437054
1984,1,672,9,454639
1984,1,704,0,454323
1984,1,704,1,442035
1984,1,704,2,451326
1984,1,704,3,439550
1984,1,704,4,435145
1984,1,704,5,471598
1984,1,704,6,466358
1984,1,704,7,441167
1984,1,704,8,427876
1984,1,704,9,450544
1984,1,736,0,452769
1984,1,736,1,471703
1984,1,736,2,492864
1984,1,736,3,459421
1984,1,736,4,511975
1984,1,736,5,512393
1984,1,736,6,448635
1984,1,736,7,441581
1984,1,736,8,455860
1984,1,736,9,447674
1984,1,768,0,446246
1984,1,768,1,459774
1984,1,768,2,447954
1984,1,768,3,463053
1984,1,768,4,458838
1984,1,768,5,449339
1984,1,768,6,457956
1984,1,768,7,497447
1984,1,768,8,448142
1984,1,768,9,458468
1984,1,800,0,462504
1984,1,800,1,470952
1984,1,800,2,476130
1984,1,800,3,482874
1984,1,800,4,462840
1984,1,800,5,470550
1984,1,800,6,466742
1984,1,800,7,453234
1984,1,800,8,567881
1984,1,800,9,511716
1984,1,832,0,497027
1984,1,832,1,482497
1984,1,832,2,488741
1984,1,832,3,487934
1984,1,832,4,536674
1984,1,832,5,533852
1984,1,832,6,499143
1984,1,832,7,522195
1984,1,832,8,492604
1984,1,832,9,513066
1984,1,864,0,506588
1984,1,864,1,507472
1984,1,864,2,520854
1984,1,864,3,495145
1984,1,864,4,520065
1984,1,864,5,523249
1984,1,864,6,505008
1984,1,864,7,495964
1984,1,864,8,489612
1984,1,864,9,495833
1984,1,896,0,483413
1984,1,896,1,496147
1984,1,896,2,543800
1984,1,896,3,509948
1984,1,896,4,493010
1984,1,896,5,512094
1984,1,896,6,508317
1984,1,896,7,479524
1984,1,896,8,503512
1984,1,896,9,502576
1984,1,928,0,556193
1984,1,928,1,562231
1984,1,928,2,531571
1984,1,928,3,529285
1984,1,928,4,550171
1984,1,928,5,557439
1984,1,928,6,539288
1984,1,928,7,547734
1984,1,928,8,540529
1984,1,928,9,564474
1984,1,960,0,551348
1984,1,960,1,558194
1984,1,960,2,562053
1984,1,960,3,592954
1984,1,960,4,547392
1984,1,960,5,562091
1984,1,960,6,552440
1984,1,960,7,567117
1984,1,960,8,545452
1984,1,960,9,553736
1984,1,992,0,496613
1984,1,992,1,489170
1984,1,992,2,501958
1984,1,992,3,493560
1984,1,992,4,494615
1984,1,992,5,511075
1984,1,992,6,526199
1984,1,992,7,503293
1984,1,992,8,497120
1984,1,992,9,509518
1984,1,1024,0,450511
1984,1,1024,1,434006
1984,1,1024,2,466798
1984,1,1024,3,453307
1984,1,1024,4,483041
1984,1,1024,5,425245
1984,1,1024,6,427911
1984,1,1024,7,435331
1984,1,1024,8,432622
1984,1,1024,9,451977
1984,1,1088,0,449956
1984,1,1088,1,472875
1984,1,1088,2,450038
1984,1,1088,3,448393
1984,1,1088,4,460984
1984,1,1088,5,440907
1984,1,1088,6,436668
1984,1,1088,7,428689
1984,1,1088,8,473687
1984,1,1088,9,461340
1984,1,1152,0,507219
1984,1,1152,1,457132
1984,1,1152,2,446649
1984,1,1152,3,488876
1984,1,1152,4,476373
1984,1,1152,5,466911
1984,1,1152,6,495520
1984,1,1152,7,452349
1984,1,1152,8,462531
1984,1,1152,9,470573
1984,1,1216,0,449312
1984,1,1216,1,443733
1984,1,1216,2,455010
1984,1,1216,3,454269
1984,1,1216,4,453987
1984,1,1216,5,440512
1984,1,1216,6,478709
1984,1,1216,7,456992
1984,1,1216,8,456458
1984,1,1216,9,459737
1984,1,1280,0,452100
1984,1,1280,1,469779
1984,1,1280,2,466786
1984,1,1280,3,473962
1984,1,1280,4,485452
1984,1,1280,5,500427
1984,1,1280,6,517508
1984,1,1280,7,579520
1984,1,1280,8,495546
1984,1,1280,9,528888
1984,1,1344,0,520762
1984,1,1344,1,522285
1984,1,1344,2,531224
1984,1,1344,3,503774
1984,1,1344,4,476802
1984,1,1344,5,497798
1984,1,1344,6,502803
1984,1,1344,7,510008
1984,1,1344,8,523878
1984,1,1344,9,512399
1984,1,1408,0,512723
1984,1,1408,1,481132
1984,1,1408,2,486172
1984,1,1408,3,523034
1984,1,1408,4,516099
1984,1,1408,5,502860
1984,1,1408,6,483747
1984,1,1408,7,510338
1984,1,1408,8,505995
1984,1,1408,9,509122
1984,1,1472,0,546214
1984,1,1472,1,500086
1984,1,1472,2,509485
1984,1,1472,3,514652
1984,1,1472,4,505349
1984,1,1472,5,519775
1984,1,1472,6,508950
1984,1,1472,7,544530
1984,1,1472,8,495020
1984,1,1472,9,537238
1984,1,1536,0,574067
1984,1,1536,1,517582
1984,1,1536,2,509965
1984,1,1536,3,576039
1984,1,1536,4,518143
1984,1,1536,5,542814
1984,1,1536,6,521041
1984,1,1536,7,517542
1984,1,1536,8,515140
1984,1,1536,9,510037
1984,1,1600,0,508311
1984,1,1600,1,517714
1984,1,1600,2,482738
1984,1,1600,3,487854
1984,1,1600,4,478912
1984,1,1600,5,520597
1984,1,1600,6,529770
1984,1,1600,7,521611
1984,1,1600,8,520284
1984,1,1600,9,520358
1984,1,1664,0,507949
1984,1,1664,1,617614
1984,1,1664,2,551336
1984,1,1664,3,510350
1984,1,1664,4,497224
1984,1,1664,5,498938
1984,1,1664,6,476024
1984,1,1664,7,495980
1984,1,1664,8,515286
1984,1,1664,9,537758
1984,1,1728,0,514503
1984,1,1728,1,527931
1984,1,1728,2,505770
1984,1,1728,3,535324
1984,1,1728,4,534013
1984,1,1728,5,537677
1984,1,1728,6,496470
1984,1,1728,7,486184
1984,1,1728,8,547720
1984,1,1728,9,524768
1984,1,1792,0,553611
1984,1,1792,1,539660
1984,1,1792,2,541118
1984,1,1792,3,540506
1984,1,1792,4,520191
1984,1,1792,5,533501
1984,1,1792,6,515919
1984,1,1792,7,575068
1984,1,1792,8,525792
1984,1,1792,9,535983
1984,1,1856,0,559149
1984,1,1856,1,533245
1984,1,1856,2,546736
1984,1,1856,3,538242
1984,1,1856,4,542888
1984,1,1856,5,512743
1984,1,1856,6,525756
1984,1,1856,7,545219
1984,1,1856,8,526330
1984,1,1856,9,527574
1984,1,1920,0,557465
1984,1,1920,1,527209
1984,1,1920,2,512860
1984,1,1920,3,526036
1984,1,1920,4,573250
1984,1,1920,5,608730
1984,1,1920,6,533957
1984,1,1920,7,570383
1984,1,1920,8,592643
1984,1,1920,9,550851
1984,1,1984,0,626241
1984,1,1984,1,567731
1984,1,1984,2,569216
1984,1,1984,3,572952
1984,1,1984,4,565357
1984,1,1984,5,556202
1984,1,1984,6,582095
1984,1,1984,7,560668
1984,1,1984,8,559339
1984,1,1984,9,553715
1984,1,2048,0,494512
1984,1,2048,1,473349
1984,1,2048,2,494491
1984,1,2048,3,465989
1984,1,2048,4,528588
1984,1,2048,5,462907
1984,1,2048,6,473101
1984,1,2048,7,465528
1984,1,2048,8,510093
1984,1,2048,9,486237
1984,1,2176,0,497108
1984,1,2176,1,484210
1984,1,2176,2,488397
1984,1,2176,3,488479
1984,1,2176,4,484466
1984,1,2176,5,514562
1984,1,2176,6,550879
1984,1,2176,7,494800
1984,1,2176,8,471220
1984,1,2176,9,476383
1984,1,2304,0,505526
1984,1,2304,1,498880
1984,1,2304,2,564180
1984,1,2304,3,506579
1984,1,2304,4,458067
1984,1,2304,5,503595
1984,1,2304,6,469914
1984,1,2304,7,470938
1984,1,2304,8,475362
1984,1,2304,9,490167
1984,1,2432,0,520672
1984,1,2432,1,466216
1984,1,2432,2,477037
1984,1,2432,3,469960
1984,1,2432,4,516945
1984,1,2432,5,484372
1984,1,2432,6,513480
1984,1,2432,7,530624
1984,1,2432,8,491121
1984,1,2432,9,486868
1984,1,2560,0,477996
1984,1,2560,1,529120
1984,1,2560,2,475874
1984,1,2560,3,470910
1984,1,2560,4,530691
1984,1,2560,5,489714
1984,1,2560,6,511892
1984,1,2560,7,480064
1984,1,2560,8,558337
1984,1,2560,9,523977
1984,1,2688,0,480710
1984,1,2688,1,494817
1984,1,2688,2,539149
1984,1,2688,3,491853
1984,1,2688,4,517453
1984,1,2688,5,602100
1984,1,2688,6,483732
1984,1,2688,7,490428
1984,1,2688,8,543192
1984,1,2688,9,490484
1984,1,2816,0,539550
1984,1,2816,1,529162
1984,1,2816,2,505703
1984,1,2816,3,526530
1984,1,2816,4,490564
1984,1,2816,5,528781
1984,1,2816,6,486093
1984,1,2816,7,528348
1984,1,2816,8,538726
1984,1,2816,9,562357
1984,1,2944,0,512197
1984,1,2944,1,535024
1984,1,2944,2,545468
1984,1,2944,3,520323
1984,1,2944,4,497118
1984,1,2944,5,501041
1984,1,2944,6,546236
1984,1,2944,7,536538
1984,1,2944,8,504339
1984,1,2944,9,520535
1984,1,3072,0,529445
1984,1,3072,1,554645
1984,1,3072,2,519926
1984,1,3072,3,500008
1984,1,3072,4,530696
1984,1,3072,5,518185
1984,1,3072,6,549351
1984,1,3072,7,515422
1984,1,3072,8,543115
1984,1,3072,9,557507
1984,1,3200,0,510787
1984,1,3200,1,510187
1984,1,3200,2,527566
1984,1,3200,3,533438
1984,1,3200,4,493720
1984,1,3200,5,510080
1984,1,3200,6,640641
1984,1,3200,7,603916
1984,1,3200,8,515085
1984,1,3200,9,543603
1984,1,3328,0,560078
1984,1,3328,1,568410
1984,1,3328,2,539833
1984,1,3328,3,569414
1984,1,3328,4,604605
1984,1,3328,5,528508
1984,1,3328,6,521736
1984,1,3328,7,535448
1984,1,3328,8,525089
1984,1,3328,9,530504
1984,1,3456,0,564607
1984,1,3456,1,555742
1984,1,3456,2,565243
1984,1,3456,3,544019
1984,1,3456,4,544476
1984,1,3456,5,539766
1984,1,3456,6,625146
1984,1,3456,7,538974
1984,1,3456,8,595917
1984,1,3456,9,563631
1984,1,3584,0,563357
1984,1,3584,1,564710
1984,1,3584,2,570916
1984,1,3584,3,545978
1984,1,3584,4,566037
1984,1,3584,5,583325
1984,1,3584,6,549776
1984,1,3584,7,571275
1984,1,3584,8,585376
1984,1,3584,9,595008
1984,1,3712,0,567088
1984,1,3712,1,627769
1984,1,3712,2,573305
1984,1,3712,3,609691
1984,1,3712,4,562569
1984,1,3712,5,551633
1984,1,3712,6,575060
1984,1,3712,7,594386
1984,1,3712,8,553961
1984,1,3712,9,575527
1984,1,3840,0,590843
1984,1,3840,1,581709
1984,1,3840,2,563323
1984,1,3840,3,553880
1984,1,3840,4,624309
1984,1,3840,5,575723
1984,1,3840,6,623602
1984,1,3840,7,565759
1984,1,3840,8,590379
1984,1,3840,9,582407
1984,1,3968,0,643622
1984,1,3968,1,590854
1984,1,3968,2,574096
1984,1,3968,3,589177
1984,1,3968,4,619504
1984,1,3968,5,610933
1984,1,3968,6,649732
1984,1,3968,7,641214
1984,1,3968,8,841214
1984,1,3968,9,704889
1984,1,4096,0,620874
1984,1,4096,1,673277
1984,1,4096,2,688959
1984,1,4096,3,688281
1984,1,4096,4,667887
1984,1,4096,5,687660
1984,1,4096,6,646112
1984,1,4096,7,635384
1984,1,4096,8,611045
1984,1,4096,9,621400
1984,1,4352,0,641094
1984,1,4352,1,635019
1984,1,4352,2,652706
1984,1,4352,3,664029
1984,1,4352,4,669451
1984,1,4352,5,673223
1984,1,4352,6,643820
1984,1,4352,7,697167
1984,1,4352,8,691863
1984,1,4352,9,647589
1984,1,4608,0,688978
1984,1,4608,1,637387
1984,1,4608,2,659820
1984,1,4608,3,652352
1984,1,4608,4,640271
1984,1,4608,5,720736
1984,1,4608,6,675712
1984,1,4608,7,636787
1984,1,4608,8,654295
1984,1,4608,9,655014
1984,1,4864,0,674180
1984,1,4864,1,697603
1984,1,4864,2,724006
1984,1,4864,3,757338
1984,1,4864,4,662295
1984,1,4864,5,668322
1984,1,4864,6,685314
1984,1,4864,7,649093
1984,1,4864,8,655823
1984,1,4864,9,653264
1984,1,5120,0,707005
1984,1,5120,1,668118
1984,1,5120,2,669802
1984,1,5120,3,689173
1984,1,5120,4,668244
1984,1,5120,5,661142
1984,1,5120,6,656658
1984,1,5120,7,659517
1984,1,5120,8,709700
1984,1,5120,9,667390
1984,1,5376,0,734852
1984,1,5376,1,779851
1984,1,5376,2,710058
1984,1,5376,3,735978
1984,1,5376,4,765170
1984,1,5376,5,733388
1984,1,5376,6,688739
1984,1,5376,7,714719
1984,1,5376,8,710087
1984,1,5376,9,735914
1984,1,5632,0,735337
1984,1,5632,1,787771
1984,1,5632,2,771814
1984,1,5632,3,745269
1984,1,5632,4,795895
1984,1,5632,5,718861
1984,1,5632,6,736346
1984,1,5632,7,763536
1984,1,5632,8,740544
1984,1,5632,9,799858
1984,1,5888,0,772689
1984,1,5888,1,763516
1984,1,5888,2,761095
1984,1,5888,3,757974
1984,1,5888,4,804814
1984,1,5888,5,739495
1984,1,5888,6,757840
1984,1,5888,7,757365
1984,1,5888,8,737321
1984,1,5888,9,723512
1984,1,6144,0,771599
1984,1,6144,1,753617
1984,1,6144,2,748736
1984,1,6144,3,783955
1984,1,6144,4,782547
1984,1,6144,5,858115
1984,1,6144,6,744686
1984,1,6144,7,781155
1984,1,6144,8,749046
1984,1,6144,9,798502
1984,1,6400,0,812291
1984,1,6400,1,802738
1984,1,6400,2,812846
1984,1,6400,3,793718
1984,1,6400,4,786867
1984,1,6400,5,808208
1984,1,6400,6,791170
1984,1,6400,7,816798
1984,1,6400,8,782656
1984,1,6400,9,780917
1984,1,6656,0,799553
1984,1,6656,1,795807
1984,1,6656,2,794248
1984,1,6656,3,855727
1984,1,6656,4,828761
1984,1,6656,5,788913
1984,1,6656,6,808271
1984,1,6656,7,809740
1984,1,6656,8,816591
1984,1,6656,9,799071
1984,1,6912,0,825345
1984,1,6912,1,810454
1984,1,6912,2,820040
1984,1,6912,3,824238
1984,1,6912,4,795678
1984,1,6912,5,814291
1984,1,6912,6,828785
1984,1,6912,7,835305
1984,1,6912,8,910024
1984,1,6912,9,834978
1984,1,7168,0,838639
1984,1,7168,1,822863
1984,1,7168,2,841659
1984,1,7168,3,816188
1984,1,7168,4,851744
1984,1,7168,5,835701
1984,1,7168,6,844366
1984,1,7168,7,903939
1984,1,7168,8,942566
1984,1,7168,9,964660
1984,1,7424,0,859586
1984,1,7424,1,865058
1984,1,7424,2,859971
1984,1,7424,3,1352582
1984,1,7424,4,844804
1984,1,7424,5,873748
1984,1,7424,6,859921
1984,1,7424,7,876635
1984,1,7424,8,913712
1984,1,7424,9,847297
1984,1,7680,0,889776
1984,1,7680,1,887785
1984,1,7680,2,879415
1984,1,7680,3,854791
1984,1,7680,4,853380
1984,1,7680,5,853564
1984,1,7680,6,859057
1984,1,7680,7,884796
1984,1,7680,8,992881
1984,1,7680,9,871019
1984,1,7936,0,998153
1984,1,7936,1,837295
1984,1,7936,2,913086
1984,1,7936,3,933305
1984,1,7936,4,875460
1984,1,7936,5,925549
1984,1,7936,6,909872
1984,1,7936,7,864943
1984,1,7936,8,892854
1984,1,7936,9,868508
1920,1,8,0,361341
1920,1,8,1,324464
1920,1,8,2,319777
1920,1,8,3,295583
1920,1,8,4,310341
1920,1,8,5,295617
1920,1,8,6,297984
1920,1,8,7,281321
1920,1,8,8,302451
1920,1,8,9,273954
1920,1,16,0,281106
1920,1,16,1,295188
