num_dpus,blocks_per_dpu,block_size,iter,ns
1984,1,1152,8,501977
1984,1,1152,9,514351
1984,1,1216,0,542430
1984,1,1216,1,547124
1984,1,1216,2,543466
1984,1,1216,3,511656
1984,1,1216,4,522355
1984,1,1216,5,567476
1984,1,1216,6,510532
1984,1,1216,7,534208
1984,1,1216,8,503465
1984,1,1216,9,516774
1984,1,1280,0,526309
1984,1,1280,1,560142
1984,1,1280,2,557033
1984,1,1280,3,540841
1984,1,1280,4,536474
1984,1,1280,5,545817
1984,1,1280,6,563949
1984,1,1280,7,565092
1984,1,1280,8,584210
1984,1,1280,9,562190
1984,1,1344,0,579914
1984,1,1344,1,570858
1984,1,1344,2,572141
1984,1,1344,3,610602
1984,1,1344,4,571678
1984,1,1344,5,581289
1984,1,1344,6,575607
1984,1,1344,7,574814
1984,1,1344,8,632661
1984,1,1344,9,596390
1984,1,1408,0,591026
1984,1,1408,1,591429
1984,1,1408,2,594674
1984,1,1408,3,584110
1984,1,1408,4,609810
1984,1,1408,5,589476
1984,1,1408,6,590514
1984,1,1408,7,606709
1984,1,1408,8,600080
1984,1,1408,9,590258
1984,1,1472,0,613287
1984,1,1472,1,609986
1984,1,1472,2,607396
1984,1,1472,3,617202
1984,1,1472,4,619695
1984,1,1472,5,626800
1984,1,1472,6,604209
1984,1,1472,7,609168
1984,1,1472,8,597531
1984,1,1472,9,602061
1984,1,1536,0,611857
1984,1,1536,1,682398
1984,1,1536,2,656141
1984,1,1536,3,643206
1984,1,1536,4,644057
1984,1,1536,5,648585
1984,1,1536,6,683969
1984,1,1536,7,666315
1984,1,1536,8,674471
1984,1,1536,9,666447
1984,1,1600,0,681534
1984,1,1600,1,697381
1984,1,1600,2,669046
1984,1,1600,3,667772
1984,1,1600,4,677730
1984,1,1600,5,681244
1984,1,1600,6,674195
1984,1,1600,7,685756
1984,1,1600,8,672373
1984,1,1600,9,668666
1984,1,1664,0,586949
1984,1,1664,1,592456
1984,1,1664,2,565962
1984,1,1664,3,551437
1984,1,1664,4,560937
1984,1,1664,5,579259
1984,1,1664,6,608216
1984,1,1664,7,561012
1984,1,1664,8,551836
1984,1,1664,9,555677
1984,1,1728,0,564786
1984,1,1728,1,598386
1984,1,1728,2,568010
1984,1,1728,3,562988
1984,1,1728,4,548332
1984,1,1728,5,535185
1984,1,1728,6,579994
1984,1,1728,7,584633
1984,1,1728,8,619188
1984,1,1728,9,577165
1984,1,1792,0,585447
1984,1,1792,1,573148
1984,1,1792,2,575900
1984,1,1792,3,591897
1984,1,1792,4,570731
1984,1,1792,5,581540
1984,1,1792,6,580490
1984,1,1792,7,567830
1984,1,1792,8,595160
1984,1,1792,9,600041
1984,1,1856,0,595492
1984,1,1856,1,602310
1984,1,1856,2,603138
1984,1,1856,3,604925
1984,1,1856,4,629323
1984,1,1856,5,613646
1984,1,1856,6,597240
1984,1,1856,7,626482
1984,1,1856,8,592302
1984,1,1856,9,592242
1984,1,1920,0,601094
1984,1,1920,1,640174
1984,1,1920,2,642316
1984,1,1920,3,632860
1984,1,1920,4,614890
1984,1,1920,5,695751
1984,1,1920,6,620167
1984,1,1920,7,621013
1984,1,1920,8,620131
1984,1,1920,9,710630
1984,1,1984,0,642048
1984,1,1984,1,662189
1984,1,1984,2,663255
1984,1,1984,3,631516
1984,1,1984,4,615662
1984,1,1984,5,646168
1984,1,1984,6,683876
1984,1,1984,7,720716
1984,1,1984,8,725573
1984,1,1984,9,741264
1984,1,2048,0,607304
1984,1,2048,1,614123
1984,1,2048,2,644747
1984,1,2048,3,635453
1984,1,2048,4,645899
1984,1,2048,5,681894
1984,1,2048,6,615101
1984,1,2048,7,570873
1984,1,2048,8,569773
1984,1,2048,9,590162
1984,1,2176,0,603669
1984,1,2176,1,600608
1984,1,2176,2,595649
1984,1,2176,3,583345
1984,1,2176,4,626108
1984,1,2176,5,606871
1984,1,2176,6,613378
1984,1,2176,7,613994
1984,1,2176,8,590497
1984,1,2176,9,577033
1984,1,2304,0,548595
1984,1,2304,1,552277
1984,1,2304,2,558310
1984,1,2304,3,526489
1984,1,2304,4,538199
1984,1,2304,5,542408
1984,1,2304,6,602798
1984,1,2304,7,617137
1984,1,2304,8,594345
1984,1,2304,9,549427
1984,1,2432,0,556761
1984,1,2432,1,558752
1984,1,2432,2,594395
1984,1,2432,3,595524
1984,1,2432,4,537086
1984,1,2432,5,585537
1984,1,2432,6,592823
1984,1,2432,7,576538
1984,1,2432,8,602253
1984,1,2432,9,569622
1984,1,2560,0,560336
1984,1,2560,1,637122
1984,1,2560,2,545064
1984,1,2560,3,562175
1984,1,2560,4,616966
1984,1,2560,5,558281
1984,1,2560,6,583213
1984,1,2560,7,589066
1984,1,2560,8,593511
1984,1,2560,9,547555
1984,1,2688,0,589031
1984,1,2688,1,596769
1984,1,2688,2,562310
1984,1,2688,3,602074
1984,1,2688,4,574518
1984,1,2688,5,597027
1984,1,2688,6,603359
1984,1,2688,7,576714
1984,1,2688,8,608514
1984,1,2688,9,575677
1984,1,2816,0,615641
1984,1,2816,1,578600
1984,1,2816,2,608986
1984,1,2816,3,577536
1984,1,2816,4,592148
1984,1,2816,5,569944
1984,1,2816,6,571357
1984,1,2816,7,583934
1984,1,2816,8,575523
1984,1,2816,9,575702
1984,1,2944,0,620051
1984,1,2944,1,625060
1984,1,2944,2,605369
1984,1,2944,3,574944
1984,1,2944,4,634909
1984,1,2944,5,583052
1984,1,2944,6,571095
1984,1,2944,7,585689
1984,1,2944,8,646639
1984,1,2944,9,630770
1984,1,3072,0,600051
1984,1,3072,1,576965
1984,1,3072,2,587785
1984,1,3072,3,611607
1984,1,3072,4,634057
1984,1,3072,5,591972
1984,1,3072,6,608910
1984,1,3072,7,611472
1984,1,3072,8,579169
1984,1,3072,9,606534
1984,1,3200,0,585571
1984,1,3200,1,587172
1984,1,3200,2,583693
1984,1,3200,3,605550
1984,1,3200,4,642256
1984,1,3200,5,597728
1984,1,3200,6,643774
1984,1,3200,7,588541
1984,1,3200,8,586795
1984,1,3200,9,557179
1984,1,3328,0,603212
1984,1,3328,1,597957
1984,1,3328,2,615674
1984,1,3328,3,597618
1984,1,3328,4,607116
1984,1,3328,5,640188
1984,1,3328,6,664350
1984,1,3328,7,595310
1984,1,3328,8,630256
1984,1,3328,9,609466
1984,1,3456,0,627501
1984,1,3456,1,589941
1984,1,3456,2,609006
1984,1,3456,3,617358
1984,1,3456,4,631678
1984,1,3456,5,612218
1984,1,3456,6,679773
1984,1,3456,7,636943
1984,1,3456,8,639610
1984,1,3456,9,646407
1984,1,3584,0,656903
1984,1,3584,1,653312
1984,1,3584,2,628421
1984,1,3584,3,648310
1984,1,3584,4,638943
1984,1,3584,5,634745
1984,1,3584,6,659610
1984,1,3584,7,717388
1984,1,3584,8,681936
1984,1,3584,9,646774
1984,1,3712,0,691112
1984,1,3712,1,698670
1984,1,3712,2,733823
1984,1,3712,3,710675
1984,1,3712,4,715823
1984,1,3712,5,727304
1984,1,3712,6,733291
1984,1,3712,7,745013
1984,1,3712,8,741217
1984,1,3712,9,705191
1984,1,3840,0,708458
1984,1,3840,1,708620
1984,1,3840,2,707417
1984,1,3840,3,696400
1984,1,3840,4,725112
1984,1,3840,5,698981
1984,1,3840,6,737680
1984,1,3840,7,684004
1984,1,3840,8,719054
1984,1,3840,9,686629
1984,1,3968,0,761894
1984,1,3968,1,700642
1984,1,3968,2,709277
1984,1,3968,3,751971
1984,1,3968,4,675243
1984,1,3968,5,726277
1984,1,3968,6,708840
1984,1,3968,7,685966
1984,1,3968,8,794182
1984,1,3968,9,828975
1984,1,4096,0,763586
1984,1,4096,1,751998
1984,1,4096,2,830443
1984,1,4096,3,829712
1984,1,4096,4,761066
1984,1,4096,5,748023
1984,1,4096,6,817490
1984,1,4096,7,752829
1984,1,4096,8,754189
1984,1,4096,9,737058
1984,1,4352,0,785944
1984,1,4352,1,757529
1984,1,4352,2,764190
1984,1,4352,3,800825
1984,1,4352,4,746305
1984,1,4352,5,821321
1984,1,4352,6,719540
1984,1,4352,7,749434
1984,1,4352,8,789830
1984,1,4352,9,709038
1984,1,4608,0,710869
1984,1,4608,1,720193
1984,1,4608,2,731218
1984,1,4608,3,716990
1984,1,4608,4,770445
1984,1,4608,5,703522
1984,1,4608,6,713595
1984,1,4608,7,772180
1984,1,4608,8,712104
1984,1,4608,9,724481
1984,1,4864,0,718612
1984,1,4864,1,722561
1984,1,4864,2,736960
1984,1,4864,3,730191
1984,1,4864,4,820347
1984,1,4864,5,709362
1984,1,4864,6,718098
1984,1,4864,7,740931
1984,1,4864,8,743423
1984,1,4864,9,716478
1984,1,5120,0,818678
1984,1,5120,1,773361
1984,1,5120,2,795838
1984,1,5120,3,768802
1984,1,5120,4,773278
1984,1,5120,5,799977
1984,1,5120,6,782158
1984,1,5120,7,876370
1984,1,5120,8,846704
1984,1,5120,9,840690
1984,1,5376,0,903251
1984,1,5376,1,790128
1984,1,5376,2,774143
1984,1,5376,3,793610
1984,1,5376,4,776597
1984,1,5376,5,768214
1984,1,5376,6,837974
1984,1,5376,7,841226
1984,1,5376,8,876802
1984,1,5376,9,835406
1984,1,5632,0,843683
1984,1,5632,1,898936
1984,1,5632,2,908352
1984,1,5632,3,881149
1984,1,5632,4,872669
1984,1,5632,5,840424
1984,1,5632,6,830269
1984,1,5632,7,807711
1984,1,5632,8,839026
1984,1,5632,9,852737
1984,1,5888,0,883515
1984,1,5888,1,909901
1984,1,5888,2,842767
1984,1,5888,3,1079169
1984,1,5888,4,857324
1984,1,5888,5,854043
1984,1,5888,6,800926
1984,1,5888,7,881963
1984,1,5888,8,823085
1984,1,5888,9,827577
1984,1,6144,0,960768
1984,1,6144,1,833759
1984,1,6144,2,922502
1984,1,6144,3,845403
1984,1,6144,4,846765
1984,1,6144,5,835414
1984,1,6144,6,835216
1984,1,6144,7,851380
1984,1,6144,8,913763
1984,1,6144,9,943346
1984,1,6400,0,865983
1984,1,6400,1,843856
1984,1,6400,2,857838
1984,1,6400,3,881891
1984,1,6400,4,910875
1984,1,6400,5,929962
1984,1,6400,6,877799
1984,1,6400,7,881829
1984,1,6400,8,864510
1984,1,6400,9,868170
1984,1,6656,0,851147
1984,1,6656,1,900840
1984,1,6656,2,877247
1984,1,6656,3,874991
1984,1,6656,4,909078
1984,1,6656,5,871663
1984,1,6656,6,859766
1984,1,6656,7,858269
1984,1,6656,8,859843
1984,1,6656,9,818606
1984,1,6912,0,882541
1984,1,6912,1,1009271
1984,1,6912,2,1035639
1984,1,6912,3,875112
1984,1,6912,4,956387
1984,1,6912,5,1042037
1984,1,6912,6,965171
1984,1,6912,7,968261
1984,1,6912,8,882487
1984,1,6912,9,896586
1984,1,7168,0,1035607
1984,1,7168,1,1009604
1984,1,7168,2,959163
1984,1,7168,3,947647
1984,1,7168,4,924862
1984,1,7168,5,1056128
1984,1,7168,6,1054783
1984,1,7168,7,1049061
1984,1,7168,8,1041977
1984,1,7168,9,1035767
1984,1,7424,0,965041
1984,1,7424,1,1042573
1984,1,7424,2,1069412
1984,1,7424,3,941342
1984,1,7424,4,934358
1984,1,7424,5,953863
1984,1,7424,6,969296
1984,1,7424,7,941563
1984,1,7424,8,960867
1984,1,7424,9,926755
1984,1,7680,0,1010947
1984,1,7680,1,984787
1984,1,7680,2,980068
1984,1,7680,3,987165
1984,1,7680,4,960294
1984,1,7680,5,955452
1984,1,7680,6,995211
1984,1,7680,7,993090
1984,1,7680,8,947733
1984,1,7680,9,957373
1984,1,7936,0,1015275
1984,1,7936,1,1012566
1984,1,7936,2,977027
1984,1,7936,3,965649
1984,1,7936,4,1125567
1984,1,7936,5,967257
1984,1,7936,6,1000302
1984,1,7936,7,1074921
1984,1,7936,8,984059
1984,1,7936,9,986193
1920,1,8,0,364863
1920,1,8,1,336166
1920,1,8,2,321477
1920,1,8,3,349904
1920,1,8,4,343069
1920,1,8,5,318130
1920,1,8,6,310962
1920,1,8,7,336156
1920,1,8,8,344923
1920,1,8,9,305282
