tile_,tile_1,ranks,dpus,tasklets,visited,cost,mu,sigma,acq
6,24,1,1,6,1,193604,3.98207,1.45054,1.00174
6,24,1,1,8,1,,,,
6,24,1,1,12,1,,,,
6,24,1,1,16,1,,,,
6,24,1,1,24,1,,,,
6,32,1,1,1,0,,5.01615,4.88356,-0.187059
6,32,1,1,2,0,,4.94186,2.4794,0.866799
6,32,1,1,3,0,,5.17577,2.01165,1.15642
6,32,1,1,4,1,,,,
6,32,1,1,6,0,,4.61832,1.65736,1.1256
6,32,1,1,8,1,,,,
6,32,1,1,12,1,,,,
6,32,1,1,16,1,,,,
6,32,1,1,24,1,,,,
6,48,1,1,1,0,,5.09513,5.01593,-0.219576
6,48,1,1,2,0,,5.21419,2.5794,0.914665
6,48,1,1,3,0,,5.48428,2.31996,1.12311
6,48,1,1,4,1,,,,
6,48,1,1,6,0,,4.94499,2.16605,1.00852
6,48,1,1,8,1,,,,
6,48,1,1,12,1,,,,
6,48,1,1,16,1,,,,
6,48,1,1,24,1,,,,
6,64,1,1,1,0,,5.02172,4.82598,-0.159319
6,64,1,1,2,0,,5.45066,2.54043,1.01269
6,64,1,1,3,0,,5.65795,2.4371,1.12968
6,64,1,1,4,1,,,,
6,64,1,1,6,0,,5.08292,2.51633,0.898263
6,64,1,1,8,1,,,,
6,64,1,1,12,1,,,,
6,64,1,1,16,1,,,,
6,64,1,1,24,1,,,,
6,96,1,1,1,0,,4.76344,4.28533,-0.00459906
6,96,1,1,2,0,,5.66767,2.2576,1.21356
6,96,1,1,3,0,,5.78347,2.35373,1.20984
6,96,1,1,4,1,,,,
6,96,1,1,6,0,,5.03159,2.82187,0.743632
6,96,1,1,8,1,,,,
6,96,1,1,12,1,,,,
6,96,1,1,16,1,,,,
6,96,1,1,24,1,,,,
6,128,1,1,1,0,,4.52513,4.08577,0.00381393
6,128,1,1,2,0,,5.72762,2.0382,1.33245
6,128,1,1,3,0,,5.80391,2.26167,1.25813
6,128,1,1,4,1,,,,
6,128,1,1,6,0,,4.90125,2.66926,0.767747
6,128,1,1,8,1,,,,
6,128,1,1,12,1,,,,
6,128,1,1,16,1,,,,
6,128,1,1,24,1,,,,
6,192,1,1,1,0,,4.11166,3.86024,-0.0357697
6,192,1,1,2,0,,5.70538,1.68316,1.48425
6,192,1,1,3,0,,5.82561,2.1245,1.32709
6,192,1,1,4,1,,,,
6,192,1,1,6,0,,4.8863,2.46899,0.852547
6,192,1,1,8,1,,,,
6,192,1,1,12,1,,,,
6,192,1,1,16,1,,,,
6,192,1,1,24,1,,,,
6,256,1,1,1,0,,3.80847,3.71753,-0.0749742
6,256,1,1,2,0,,5.55973,1.45021,1.53921
6,256,1,1,3,0,,5.72914,2.03919,1.33253
6,256,1,1,4,1,,,,
6,256,1,1,6,0,,4.94185,2.34115,0.928855
6,256,1,1,8,1,,,,
6,256,1,1,12,1,,,,
6,256,1,1,16,1,,,,
6,256,1,1,24,1,,,,
6,384,1,1,1,0,,3.37952,3.64813,-0.189913
6,384,1,1,2,0,,5.26448,1.38506,1.4679
6,384,1,1,3,0,,5.54726,2.00919,1.28405
6,384,1,1,4,1,,,,
6,384,1,1,6,0,,4.95844,2.27331,0.964953
6,384,1,1,8,1,,,,
6,384,1,1,12,1,,,,
6,384,1,1,16,1,,,,
6,384,1,1,24,1,,,,
6,768,1,1,1,0,,2.64273,3.6786,-0.454526
6,768,1,1,2,0,,4.65194,1.91224,1.02264
6,768,1,1,3,0,,5.09846,2.22302,1.03522
6,768,1,1,4,1,,,,
6,768,1,1,6,1,,,,
6,768,1,1,8,1,,,,
6,768,1,1,12,1,,,,
6,768,1,1,16,1,,,,
6,768,1,1,24,1,,,,
8,1,1,1,1,0,,6.09089,3.16662,0.949661
8,1,1,1,2,0,,5.58472,3.44696,0.651435
8,1,1,1,3,1,,,,
8,1,1,1,4,0,,6.11299,3.49037,0.811868
8,1,1,1,6,1,,,,
8,1,1,1,8,0,,7.15008,3.77165,1.03882
8,1,1,1,12,1,,,,
8,1,1,1,16,1,,,,
8,1,1,1,24,1,,,,
8,2,1,1,1,0,,5.51494,1.84745,1.34564
8,2,1,1,2,0,,5.65436,2.75177,0.987208
8,2,1,1,3,1,,,,
8,2,1,1,4,0,,6.99226,3.97754,0.892653
8,2,1,1,6,1,,,,
8,2,1,1,8,0,,7.07016,3.84694,0.977804
8,2,1,1,12,1,,,,
8,2,1,1,16,1,,,,
8,2,1,1,24,1,,,,
8,3,1,1,1,0,,5.5987,1.46332,1.5466
8,3,1,1,2,0,,5.305,2.10091,1.16037
8,3,1,1,3,1,,,,
8,3,1,1,4,0,,6.87721,3.34091,1.13924
8,3,1,1,6,1,,,,
8,3,1,1,8,0,,6.24833,4.03871,0.611827
8,3,1,1,12,1,,,,
8,3,1,1,16,1,,,,
8,3,1,1,24,1,,,,
8,4,1,1,1,0,,5.52974,1.21928,1.63266
8,4,1,1,2,0,,5.20105,1.50864,1.39082
8,4,1,1,3,1,,,,
8,4,1,1,4,0,,5.9767,2.6523,1.14163
8,4,1,1,6,1,,,,
8,4,1,1,8,0,,5.4878,3.70367,0.503197
8,4,1,1,12,1,,,,
8,4,1,1,16,1,,,,
8,4,1,1,24,1,,,,
8,6,1,1,1,0,,5.12051,2.28739,1.01383
8,6,1,1,2,0,,5.05646,1.44881,1.36843
8,6,1,1,3,1,,,,
8,6,1,1,4,0,,4.9543,2.25689,0.970918
8,6,1,1,6,1,,,,
8,6,1,1,8,0,,4.18887,3.10586,0.329149
8,6,1,1,12,1,,,,
8,6,1,1,16,1,,,,
8,6,1,1,24,1,,,,
8,8,1,1,1,0,,4.90114,3.24506,0.509251
8,8,1,1,2,0,,4.74889,2.0573,0.990547
8,8,1,1,3,1,,,,
8,8,1,1,4,0,,4.37779,2.23552,0.78416
8,8,1,1,6,1,,,,
8,8,1,1,8,0,,3.57415,2.46654,0.40676
8,8,1,1,12,1,,,,
8,8,1,1,16,1,,,,
8,8,1,1,24,1,,,,
8,12,1,1,1,0,,4.88727,4.09105,0.124782
8,12,1,1,2,0,,4.64703,2.44342,0.782539
8,12,1,1,3,1,,,,
8,12,1,1,4,0,,3.95458,2.23959,0.638198
8,12,1,1,6,1,,,,
8,12,1,1,8,0,,2.86271,2.02267,0.363696
8,12,1,1,12,1,,,,
8,12,1,1,16,1,,,,
8,12,1,1,24,1,,,,
8,16,1,1,1,0,,4.82682,4.35496,-0.0142677
8,16,1,1,2,0,,4.47534,2.52683,0.686625
8,16,1,1,3,1,,,,
8,16,1,1,4,0,,4.0138,1.87603,0.821554
8,16,1,1,6,1,,,,
8,16,1,1,8,0,,2.58945,2.04249,0.261733
8,16,1,1,12,1,,,,
8,16,1,1,16,1,,,,
8,16,1,1,24,1,,,,
8,24,1,1,1,0,,4.78088,4.59753,-0.1388
8,24,1,1,2,0,,4.63389,2.6279,0.695254
8,24,1,1,3,1,,,,
8,24,1,1,4,0,,4.3572,1.3664,1.16727
8,24,1,1,6,1,,,,
8,24,1,1,8,0,,3.15198,1.38047,0.750485
8,24,1,1,12,1,,,,
8,24,1,1,16,1,,,,
8,24,1,1,24,1,,,,
8,32,1,1,1,0,,5.0001,4.72029,-0.119237
8,32,1,1,2,0,,4.88555,2.77473,0.715057
8,32,1,1,3,1,,,,
8,32,1,1,4,0,,4.75698,1.4455,1.26792
8,32,1,1,6,1,,,,
8,32,1,1,8,0,,3.68519,1.23397,0.99784
8,32,1,1,12,1,,,,
8,32,1,1,16,1,,,,
8,32,1,1,24,1,,,,
8,48,1,1,1,0,,4.94276,5.27304,-0.38688
8,48,1,1,2,0,,5.03257,2.88926,0.713716
8,48,1,1,3,1,,,,
8,48,1,1,4,0,,5.19417,1.78135,1.26607
8,48,1,1,6,1,,,,
8,48,1,1,8,0,,4.47296,1.63012,1.08832
8,48,1,1,12,1,,,,
8,48,1,1,16,1,,,,
8,48,1,1,24,1,,,,
8,64,1,1,1,0,,4.97947,5.41523,-0.438206
8,64,1,1,2,0,,5.17271,2.95382,0.732469
8,64,1,1,3,1,,,,
8,64,1,1,4,0,,5.3301,2.21419,1.11807
8,64,1,1,6,1,,,,
8,64,1,1,8,0,,4.87388,2.18469,0.975934
8,64,1,1,12,1,,,,
8,64,1,1,16,1,,,,
8,64,1,1,24,1,,,,
8,96,1,1,1,0,,4.92016,5.35869,-0.433026
8,96,1,1,2,0,,5.42334,2.8821,0.850022
8,96,1,1,3,1,,,,
8,96,1,1,4,0,,5.48767,2.47178,1.05611
8,96,1,1,6,1,,,,
8,96,1,1,8,1,64372,5.06278,2.64566,0.833354
8,96,1,1,12,1,,,,
8,96,1,1,16,1,,,,
8,96,1,1,24,1,,,,
8,128,1,1,1,0,,4.82789,5.04478,-0.323546
8,128,1,1,2,0,,5.52912,2.78115,0.931361
8,128,1,1,3,1,,,,
8,128,1,1,4,0,,5.59493,2.56344,1.0515
8,128,1,1,6,1,,,,
8,128,1,1,8,0,,5.19408,2.96852,0.733149
8,128,1,1,12,1,,,,
8,128,1,1,16,1,,,,
8,128,1,1,24,1,,,,
8,192,1,1,1,0,,4.69115,4.44054,-0.0988882
8,192,1,1,2,0,,5.62358,2.30825,1.17581
8,192,1,1,3,1,,,,
8,192,1,1,4,0,,5.72722,2.4088,1.16597
8,192,1,1,6,1,,,,
8,192,1,1,8,1,56620,5.05288,3.14143,0.607443
8,192,1,1,12,1,,,,
8,192,1,1,16,1,,,,
8,192,1,1,24,1,,,,
8,256,1,1,1,0,,4.57608,4.08813,0.0201078
8,256,1,1,2,0,,5.59843,1.96707,1.32039
8,256,1,1,3,1,,,,
8,256,1,1,4,0,,5.74869,2.29069,1.2263
8,256,1,1,6,1,,,,
8,256,1,1,8,1,,,,
8,256,1,1,12,1,,,,
8,256,1,1,16,1,,,,
8,256,1,1,24,1,,,,
8,384,1,1,1,0,,4.20857,3.92405,-0.0314053
8,384,1,1,2,0,,5.57205,1.63092,1.46229
8,384,1,1,3,1,,,,
8,384,1,1,4,0,,5.76844,2.1173,1.31086
8,384,1,1,6,1,,,,
8,384,1,1,8,1,,,,
8,384,1,1,12,1,,,,
8,384,1,1,16,1,,,,
8,384,1,1,24,1,,,,
8,768,1,1,1,0,,3.54029,3.83192,-0.217659
8,768,1,1,2,0,,5.3027,1.4983,1.43009
8,768,1,1,3,1,,,,
8,768,1,1,4,1,,,,
8,768,1,1,6,1,,,,
8,768,1,1,8,1,,,,
8,768,1,1,12,1,,,,
8,768,1,1,16,1,,,,
8,768,1,1,24,1,,,,
12,1,1,1,1,0,,6.68077,3.99933,0.776784
12,1,1,1,2,1,4.8242e+06,6.25164,4.91756,0.218462
12,1,1,1,3,0,,6.26696,5.26456,0.0679217
12,1,1,1,4,0,,6.5565,5.11889,0.23192
12,1,1,1,6,0,,7.1925,4.8646,0.562674
12,1,1,1,8,1,,,,
12,1,1,1,12,0,,8.14918,5.35188,0.669774
12,1,1,1,16,1,,,,
12,1,1,1,24,1,,,,
12,2,1,1,1,0,,5.89615,2.82918,1.0348
12,2,1,1,2,0,,6.20541,4.33603,0.463749
12,2,1,1,3,0,,7.16437,4.62779,0.659389
12,2,1,1,4,0,,7.49001,4.9497,0.625799
12,2,1,1,6,0,,8.03386,5.00903,0.78439
12,2,1,1,8,1,,,,
12,2,1,1,12,0,,8.06355,5.14534,0.733318
12,2,1,1,16,1,,,,
12,2,1,1,24,1,,,,
12,3,1,1,1,0,,5.91117,1.9977,1.41315
12,3,1,1,2,0,,6.01469,3.73882,0.666865
12,3,1,1,3,0,,7.017,3.9723,0.903429
12,3,1,1,4,0,,7.69555,4.32808,0.974827
12,3,1,1,6,0,,8.10549,5.03355,0.797782
12,3,1,1,8,1,,,,
12,3,1,1,12,0,,7.25481,5.08141,0.486577
12,3,1,1,16,1,,,,
12,3,1,1,24,1,,,,
12,4,1,1,1,0,,5.85353,1.39997,1.66183
12,4,1,1,2,0,,5.82979,2.87231,0.992844
12,4,1,1,3,0,,6.69931,3.36386,1.06834
12,4,1,1,4,0,,7.26769,3.65296,1.13216
12,4,1,1,6,0,,7.21599,4.27462,0.835499
12,4,1,1,8,1,,,,
12,4,1,1,12,0,,6.56858,5.07493,0.255765
12,4,1,1,16,1,,,,
12,4,1,1,24,1,,,,
12,6,1,1,1,0,,5.5841,0.797792,1.84036
12,6,1,1,2,0,,5.8894,1.42273,1.66383
12,6,1,1,3,0,,6.06903,2.5853,1.20315
12,6,1,1,4,0,,6.24754,2.76467,1.18344
12,6,1,1,6,0,,6.02609,3.16384,0.92884
12,6,1,1,8,1,,,,
12,6,1,1,12,0,,5.38865,4.32123,0.192221
12,6,1,1,16,1,,,,
12,6,1,1,24,1,,,,
12,8,1,1,1,1,4.12589e+06,5.51549,1.28735,1.59725
12,8,1,1,2,0,,5.68658,0.841322,1.85572
12,8,1,1,3,0,,5.51365,1.95957,1.29487
12,8,1,1,4,0,,5.53874,2.38057,1.11445
12,8,1,1,6,0,,5.37598,2.53387,0.990203
12,8,1,1,8,1,,,,
12,8,1,1,12,0,,4.51206,3.74565,0.152037
12,8,1,1,16,1,,,,
12,8,1,1,24,1,,,,
12,12,1,1,1,0,,5.3471,2.88716,0.821785
12,12,1,1,2,0,,5.16945,1.63811,1.32194
12,12,1,1,3,0,,5.0648,1.70157,1.25782
12,12,1,1,4,0,,4.88863,2.01042,1.05918
12,12,1,1,6,0,,4.60673,2.24498,0.857886
12,12,1,1,8,1,,,,
12,12,1,1,12,0,,3.67693,2.65772,0.35595
12,12,1,1,16,1,,,,
12,12,1,1,24,1,,,,
12,16,1,1,1,0,,5.05594,3.8279,0.30035
12,16,1,1,2,0,,5.0553,2.15579,1.05069
12,16,1,1,3,0,,4.77773,1.8223,1.10585
12,16,1,1,4,0,,4.67834,1.96779,1.0067
12,16,1,1,6,0,,4.4016,1.9157,0.935832
12,16,1,1,8,1,,,,
12,16,1,1,12,0,,3.35987,2.00443,0.541207
12,16,1,1,16,1,,,,
12,16,1,1,24,1,,,,
12,24,1,1,1,0,,4.85891,4.80635,-0.205956
12,24,1,1,2,0,,5.01556,2.47456,0.894074
12,24,1,1,3,0,,4.3706,1.69311,1.02518
12,24,1,1,4,0,,4.42467,1.48358,1.13765
12,24,1,1,6,0,,4.20175,1.49928,1.05468
12,24,1,1,8,1,,,,
12,24,1,1,12,0,,2.90845,1.66089,0.541671
12,24,1,1,16,1,,,,
12,24,1,1,24,1,,,,
12,32,1,1,1,0,,4.72649,5.13479,-0.398484
12,32,1,1,2,0,,4.98856,2.76266,0.755557
12,32,1,1,3,0,,4.38393,1.68406,1.03379
12,32,1,1,4,0,,4.38858,1.27726,1.21797
12,32,1,1,6,0,,4.26564,0.977024,1.31087
12,32,1,1,8,1,,,,
12,32,1,1,12,0,,2.87996,1.28604,0.700222
12,32,1,1,16,1,,,,
12,32,1,1,24,1,,,,
12,48,1,1,1,0,,4.79676,5.16836,-0.389615
12,48,1,1,2,0,,5.11263,3.23236,0.586975
12,48,1,1,3,0,,4.8181,1.90791,1.08118
12,48,1,1,4,0,,4.70393,1.4149,1.26359
12,48,1,1,6,0,,4.48545,1.14207,1.31165
12,48,1,1,8,1,,,,
12,48,1,1,12,0,,3.43966,0.950996,1.04124
12,48,1,1,16,1,,,,
12,48,1,1,24,1,,,,
12,64,1,1,1,0,,4.94082,5.4447,-0.464597
12,64,1,1,2,0,,5.17193,3.2014,0.621072
12,64,1,1,3,0,,5.1291,2.17635,1.0666
12,64,1,1,4,0,,4.99564,1.64403,1.26009
12,64,1,1,6,0,,4.83207,1.56942,1.23787
12,64,1,1,8,1,,,,
12,64,1,1,12,0,,3.90806,1.01856,1.17044
12,64,1,1,16,1,,,,
12,64,1,1,24,1,,,,
12,96,1,1,1,0,,4.8939,5.95467,-0.709484
12,96,1,1,2,0,,5.20975,3.38522,0.551441
12,96,1,1,3,0,,5.2934,2.46351,0.99366
12,96,1,1,4,0,,5.41292,2.14392,1.17782
12,96,1,1,6,0,,5.19928,2.10635,1.12192
12,96,1,1,8,1,,,,
12,96,1,1,12,1,30196,4.54903,1.75143,1.05977
12,96,1,1,16,1,,,,
12,96,1,1,24,1,,,,
12,128,1,1,1,0,,4.92238,6.0258,-0.731715
12,128,1,1,2,0,,5.3011,3.47518,0.542173
12,128,1,1,3,0,,5.50377,2.46327,1.06542
12,128,1,1,4,0,,5.52933,2.3507,1.12465
12,128,1,1,6,0,,5.34516,2.47054,1.00813
12,128,1,1,8,1,,,,
12,128,1,1,12,1,,,,
12,128,1,1,16,1,,,,
12,128,1,1,24,1,,,,
12,192,1,1,1,0,,4.80987,5.84828,-0.690354
12,192,1,1,2,0,,5.47867,3.47724,0.601722
12,192,1,1,3,0,,5.8496,2.53433,1.1513
12,192,1,1,4,0,,5.74096,2.28615,1.2257
12,192,1,1,6,0,,5.42577,2.96281,0.814623
12,192,1,1,8,1,,,,
12,192,1,1,12,1,,,,
12,192,1,1,16,1,,,,
12,192,1,1,24,1,,,,
12,256,1,1,1,1,3.02306e+06,4.68438,5.65109,-0.644577
12,256,1,1,2,0,,5.42321,3.4545,0.593045
12,256,1,1,3,0,,6.01737,2.49551,1.22587
12,256,1,1,4,0,,5.9096,2.19684,1.32323
12,256,1,1,6,1,,,,
12,256,1,1,8,1,,,,
12,256,1,1,12,1,,,,
12,256,1,1,16,1,,,,
12,256,1,1,24,1,,,,
12,384,1,1,1,1,,4.56801,5.19229,-0.478266
12,384,1,1,2,0,,5.43815,3.11695,0.749647
12,384,1,1,3,0,,6.16818,2.23417,1.39453
12,384,1,1,4,1,,,,
12,384,1,1,6,1,,,,
12,384,1,1,8,1,,,,
12,384,1,1,12,1,,,,
12,384,1,1,16,1,,,,
12,384,1,1,24,1,,,,
12,768,1,1,1,1,,4.3754,4.35161,-0.16651
12,768,1,1,2,1,,,,
12,768,1,1,3,1,,,,
12,768,1,1,4,1,,,,
12,768,1,1,6,1,,,,
12,768,1,1,8,1,,,,
12,768,1,1,12,1,,,,
12,768,1,1,16,1,,,,
12,768,1,1,24,1,,,,
16,1,1,1,1,0,,7.0767,4.7025,0.595996
16,1,1,1,2,0,,6.66537,5.52516,0.0866358
16,1,1,1,3,1,,,,
16,1,1,1,4,0,,6.87289,6.35339,-0.214458
16,1,1,1,6,1,,,,
16,1,1,1,8,0,,7.90371,5.8738,0.351894
16,1,1,1,12,1,,,,
16,1,1,1,16,0,,8.92198,6.47753,0.427698
16,1,1,1,24,1,,,,
16,2,1,1,1,0,,6.3018,3.66463,0.797954
16,2,1,1,2,0,,6.6705,5.49595,0.101495
16,2,1,1,3,1,,,,
16,2,1,1,4,0,,7.89819,5.69558,0.430012
16,2,1,1,6,1,,,,
16,2,1,1,8,0,,8.77474,5.94599,0.616145
16,2,1,1,12,1,,,,
16,2,1,1,16,0,,8.7271,6.3265,0.429118
16,2,1,1,24,1,,,,
16,3,1,1,1,0,,6.25558,2.73256,1.20059
16,3,1,1,2,0,,6.569,4.78166,0.387552
16,3,1,1,3,1,,,,
16,3,1,1,4,0,,8.21087,5.63194,0.565071
16,3,1,1,6,1,,,,
16,3,1,1,8,0,,8.85699,5.88926,0.669623
16,3,1,1,12,1,,,,
16,3,1,1,16,0,,8.07689,5.97238,0.366626
16,3,1,1,24,1,,,,
16,4,1,1,1,0,,6.07699,2.14654,1.40281
16,4,1,1,2,0,,6.39639,4.13261,0.620104
16,4,1,1,3,1,,,,
16,4,1,1,4,0,,7.96847,4.69047,0.905118
16,4,1,1,6,1,,,,
16,4,1,1,8,0,,8.15797,5.78097,0.480159
16,4,1,1,12,1,,,,
16,4,1,1,16,0,,7.29925,5.98874,0.0944354
16,4,1,1,24,1,,,,
16,6,1,1,1,0,,5.99254,1.21037,1.79427
16,6,1,1,2,0,,6.34794,2.81356,1.19569
16,6,1,1,3,1,,,,
16,6,1,1,4,0,,7.1166,3.69489,1.06187
16,6,1,1,6,1,,,,
16,6,1,1,8,0,,6.8594,4.61551,0.561035
16,6,1,1,12,1,,,,
16,6,1,1,16,0,,6.29212,5.61655,-0.0815085
16,6,1,1,24,1,,,,
16,8,1,1,1,0,,5.80528,0.744991,1.93939
16,8,1,1,2,1,1.16208e+06,6.3615,1.4771,1.8002
16,8,1,1,3,1,,,,
16,8,1,1,4,0,,6.44088,3.07888,1.10825
16,8,1,1,6,1,,,,
16,8,1,1,8,0,,6.13206,3.79447,0.681857
16,8,1,1,12,1,,,,
16,8,1,1,16,0,,5.29355,4.94752,-0.121292
16,8,1,1,24,1,,,,
16,12,1,1,1,0,,5.89142,1.44773,1.65329
16,12,1,1,2,0,,5.9019,0.696319,1.99415
16,12,1,1,3,1,,,,
16,12,1,1,4,0,,5.74477,2.19823,1.26646
16,12,1,1,6,1,,,,
16,12,1,1,8,0,,5.26805,2.88823,0.794383
16,12,1,1,12,1,,,,
16,12,1,1,16,0,,4.23367,4.06491,-0.0860872
16,12,1,1,24,1,,,,
16,16,1,1,1,0,,5.62045,2.78738,0.959669
16,16,1,1,2,0,,5.48043,1.4364,1.5184
16,16,1,1,3,1,,,,
16,16,1,1,4,0,,5.40678,1.88445,1.2922
16,16,1,1,6,1,,,,
16,16,1,1,8,0,,4.7764,2.48666,0.807186
16,16,1,1,12,1,,,,
16,16,1,1,16,0,,3.797,3.16565,0.168845
16,16,1,1,24,1,,,,
16,24,1,1,1,0,,5.06371,4.17827,0.145723
16,24,1,1,2,0,,5.31626,2.22045,1.11055
16,24,1,1,3,1,,,,
16,24,1,1,4,0,,4.98013,1.54126,1.30094
16,24,1,1,6,1,,,,
16,24,1,1,8,0,,4.46102,1.85133,0.98496
16,24,1,1,12,1,,,,
16,24,1,1,16,0,,3.38663,2.27025,0.431
16,24,1,1,24,1,,,,
16,32,1,1,1,0,,4.92019,4.87194,-0.214523
16,32,1,1,2,0,,5.33446,2.45975,1.00933
16,32,1,1,3,1,,,,
16,32,1,1,4,0,,4.68395,1.31869,1.29997
16,32,1,1,6,1,,,,
16,32,1,1,8,0,,4.29256,1.42156,1.1205
16,32,1,1,12,1,,,,
16,32,1,1,16,0,,3.14908,1.83757,0.544315
16,32,1,1,24,1,,,,
16,48,1,1,1,0,,4.66473,5.62905,-0.641375
16,48,1,1,2,0,,5.21531,3.09583,0.683234
16,48,1,1,3,1,,,,
16,48,1,1,4,0,,4.57053,1.2982,1.27054
16,48,1,1,6,1,,,,
16,48,1,1,8,0,,4.47105,0.577884,1.55999
16,48,1,1,12,1,,,,
16,48,1,1,16,1,22276,3.04476,1.05836,0.858551
16,48,1,1,24,1,,,,
16,64,1,1,1,0,,4.68276,5.65765,-0.648075
16,64,1,1,2,0,,5.25724,3.45426,0.536624
16,64,1,1,3,1,,,,
16,64,1,1,4,0,,4.73194,1.47422,1.2465
16,64,1,1,6,1,,,,
16,64,1,1,8,0,,4.42583,0.740729,1.47149
16,64,1,1,12,1,,,,
16,64,1,1,16,1,,,,
16,64,1,1,24,1,,,,
16,96,1,1,1,0,,4.82753,6.03068,-0.766214
16,96,1,1,2,0,,5.23677,3.49687,0.510529
16,96,1,1,3,1,,,,
16,96,1,1,4,0,,5.17401,1.94274,1.18676
16,96,1,1,6,1,,,,
16,96,1,1,8,0,,4.77217,1.79139,1.11784
16,96,1,1,12,1,,,,
16,96,1,1,16,1,,,,
16,96,1,1,24,1,,,,
16,128,1,1,1,0,,4.79196,6.35486,-0.923842
16,128,1,1,2,0,,5.23794,3.67032,0.433067
16,128,1,1,3,1,,,,
16,128,1,1,4,0,,5.43402,2.2869,1.12083
16,128,1,1,6,1,,,,
16,128,1,1,8,1,,,,
16,128,1,1,12,1,,,,
16,128,1,1,16,1,,,,
16,128,1,1,24,1,,,,
16,192,1,1,1,0,,4.81439,6.48914,-0.976479
16,192,1,1,2,0,,5.34084,3.8536,0.385846
16,192,1,1,3,1,,,,
16,192,1,1,4,1,196396,5.63889,2.37031,1.15316
16,192,1,1,6,1,,,,
16,192,1,1,8,1,,,,
16,192,1,1,12,1,,,,
16,192,1,1,16,1,,,,
16,192,1,1,24,1,,,,
16,256,1,1,1,1,3.01725e+06,4.78401,6.36467,-0.930951
16,256,1,1,2,0,,5.48279,3.84418,0.438419
16,256,1,1,3,1,,,,
16,256,1,1,4,1,,,,
16,256,1,1,6,1,,,,
16,256,1,1,8,1,,,,
16,256,1,1,12,1,,,,
16,256,1,1,16,1,,,,
16,256,1,1,24,1,,,,
16,384,1,1,1,1,,4.61366,6.15708,-0.895788
16,384,1,1,2,0,,5.40084,3.86957,0.399111
16,384,1,1,3,1,,,,
16,384,1,1,4,1,,,,
16,384,1,1,6,1,,,,
16,384,1,1,8,1,,,,
16,384,1,1,12,1,,,,
16,384,1,1,16,1,,,,
16,384,1,1,24,1,,,,
16,768,1,1,1,0,,4.44422,5.45997,-0.640581
16,768,1,1,2,1,,,,
16,768,1,1,3,1,,,,
16,768,1,1,4,1,,,,
16,768,1,1,6,1,,,,
16,768,1,1,8,1,,,,
16,768,1,1,12,1,,,,
16,768,1,1,16,1,,,,
16,768,1,1,24,1,,,,
24,1,1,1,1,0,,7.56276,5.78715,0.274665
24,1,1,1,2,0,,7.30245,6.55843,-0.160194
24,1,1,1,3,0,,7.45796,7.90544,-0.711865
24,1,1,1,4,0,,7.41229,8.13089,-0.82862
24,1,1,1,6,0,,8.02828,7.78062,-0.461599
24,1,1,1,8,0,,8.47792,7.56259,-0.210593
24,1,1,1,12,0,,9.03931,7.55654,-0.0166797
24,1,1,1,16,1,,,,
24,1,1,1,24,1,192420,10.0531,8.09701,0.0859985
24,2,1,1,1,0,,6.88491,4.99405,0.399805
24,2,1,1,2,0,,7.24787,6.62409,-0.208258
24,2,1,1,3,0,,7.83942,7.0032,-0.176957
24,2,1,1,4,0,,8.3928,7.16004,-0.0588869
24,2,1,1,6,0,,8.90174,7.16837,0.110707
24,2,1,1,8,0,,9.29,7.22277,0.218523
24,2,1,1,12,0,,9.84495,7.20671,0.414736
24,2,1,1,16,1,,,,
24,2,1,1,24,0,,9.61692,8.09117,-0.0599352
24,3,1,1,1,0,,6.88155,3.89062,0.893965
24,3,1,1,2,0,,7.25078,6.37909,-0.0972901
24,3,1,1,3,0,,8.0066,6.98982,-0.114015
24,3,1,1,4,0,,8.83786,7.01459,0.15798
24,3,1,1,6,0,,9.32093,7.38321,0.157041
24,3,1,1,8,0,,9.6537,7.26794,0.322116
24,3,1,1,12,0,,9.79073,7.267,0.369207
24,3,1,1,16,1,,,,
24,3,1,1,24,0,,9.10382,7.71818,-0.0672637
24,4,1,1,1,0,,6.63615,3.46603,1.00097
24,4,1,1,2,0,,7.11319,5.70146,0.160021
24,4,1,1,3,0,,7.81091,6.57745,0.00444108
24,4,1,1,4,0,,8.5791,6.78574,0.172575
24,4,1,1,6,0,,9.40778,7.06666,0.328709
24,4,1,1,8,0,,9.33981,7.12792,0.278062
24,4,1,1,12,0,,9.27343,7.13565,0.25198
24,4,1,1,16,1,,,,
24,4,1,1,24,0,,8.44117,7.53421,-0.210369
24,6,1,1,1,0,,6.60296,2.40569,1.46562
24,6,1,1,2,0,,7.06283,4.49041,0.686472
24,6,1,1,3,0,,7.7311,5.43835,0.488572
24,6,1,1,4,0,,8.14997,5.5878,0.564145
24,6,1,1,6,0,,8.5783,5.73986,0.641767
24,6,1,1,8,0,,8.34207,6.15471,0.375098
24,6,1,1,12,0,,8.11524,6.87352,-0.0248116
24,6,1,1,16,1,,,,
24,6,1,1,24,0,,7.21752,7.30404,-0.523803
24,8,1,1,1,0,,6.41766,1.73863,1.70194
24,8,1,1,2,0,,7.07341,3.54086,1.1163
24,8,1,1,3,0,,7.50304,4.32788,0.909354
24,8,1,1,4,0,,7.6339,4.61727,0.824026
24,8,1,1,6,0,,7.9087,4.93413,0.775385
24,8,1,1,8,0,,7.61418,5.34247,0.491785
24,8,1,1,12,0,,7.19677,6.0288,0.0415477
